"Date","CUST","SKU","SALES","Forecast_Type"
2015-08-26,"7655","CCL",0,"ACTUAL"
2015-08-27,"7655","CCL",0,"ACTUAL"
2015-08-28,"7655","CCL",0,"ACTUAL"
2015-08-29,"7655","CCL",15,"ACTUAL"
2015-08-30,"7655","CCL",0,"ACTUAL"
2015-08-31,"7655","CCL",0,"ACTUAL"
2015-09-01,"7655","CCL",0,"ACTUAL"
2015-09-02,"7655","CCL",0,"ACTUAL"
2015-09-03,"7655","CCL",0,"ACTUAL"
2015-09-04,"7655","CCL",0,"ACTUAL"
2015-09-05,"7655","CCL",0,"ACTUAL"
2015-09-06,"7655","CCL",13,"ACTUAL"
2015-09-07,"7655","CCL",0,"ACTUAL"
2015-09-08,"7655","CCL",0,"ACTUAL"
2015-09-09,"7655","CCL",0,"ACTUAL"
2015-09-10,"7655","CCL",0,"ACTUAL"
2015-09-11,"7655","CCL",0,"ACTUAL"
2015-09-12,"7655","CCL",0,"ACTUAL"
2015-09-13,"7655","CCL",0,"ACTUAL"
2015-09-14,"7655","CCL",0,"ACTUAL"
2015-09-15,"7655","CCL",23,"ACTUAL"
2015-09-16,"7655","CCL",0,"ACTUAL"
2015-09-17,"7655","CCL",0,"ACTUAL"
2015-09-18,"7655","CCL",0,"ACTUAL"
2015-09-19,"7655","CCL",18,"ACTUAL"
2015-09-20,"7655","CCL",0,"ACTUAL"
2015-09-21,"7655","CCL",0,"ACTUAL"
2015-09-22,"7655","CCL",21,"ACTUAL"
2015-09-23,"7655","CCL",0,"ACTUAL"
2015-09-24,"7655","CCL",0,"ACTUAL"
2015-09-25,"7655","CCL",0,"ACTUAL"
2015-09-26,"7655","CCL",25,"ACTUAL"
2015-09-27,"7655","CCL",0,"ACTUAL"
2015-09-28,"7655","CCL",0,"ACTUAL"
2015-09-29,"7655","CCL",21,"ACTUAL"
2015-09-30,"7655","CCL",0,"ACTUAL"
2015-10-01,"7655","CCL",12,"ACTUAL"
2015-10-02,"7655","CCL",23,"ACTUAL"
2015-10-03,"7655","CCL",25,"ACTUAL"
2015-10-04,"7655","CCL",0,"ACTUAL"
2015-10-05,"7655","CCL",0,"ACTUAL"
2015-10-06,"7655","CCL",0,"ACTUAL"
2015-10-07,"7655","CCL",0,"ACTUAL"
2015-10-08,"7655","CCL",0,"ACTUAL"
2015-10-09,"7655","CCL",0,"ACTUAL"
2015-10-10,"7655","CCL",21,"ACTUAL"
2015-10-11,"7655","CCL",23,"ACTUAL"
2015-10-12,"7655","CCL",0,"ACTUAL"
2015-10-13,"7655","CCL",28,"ACTUAL"
2015-10-14,"7655","CCL",0,"ACTUAL"
2015-10-15,"7655","CCL",0,"ACTUAL"
2015-10-16,"7655","CCL",0,"ACTUAL"
2015-10-17,"7655","CCL",22,"ACTUAL"
2015-10-18,"7655","CCL",0,"ACTUAL"
2015-10-19,"7655","CCL",0,"ACTUAL"
2015-10-20,"7655","CCL",15,"ACTUAL"
2015-10-21,"7655","CCL",0,"ACTUAL"
2015-10-22,"7655","CCL",0,"ACTUAL"
2015-10-23,"7655","CCL",0,"ACTUAL"
2015-10-24,"7655","CCL",17,"ACTUAL"
2015-10-25,"7655","CCL",0,"ACTUAL"
2015-10-26,"7655","CCL",0,"ACTUAL"
2015-10-27,"7655","CCL",19,"ACTUAL"
2015-10-28,"7655","CCL",0,"ACTUAL"
2015-10-29,"7655","CCL",0,"ACTUAL"
2015-10-30,"7655","CCL",0,"ACTUAL"
2015-10-31,"7655","CCL",16,"ACTUAL"
2015-11-01,"7655","CCL",0,"ACTUAL"
2015-11-02,"7655","CCL",0,"ACTUAL"
2015-11-03,"7655","CCL",0,"ACTUAL"
2015-11-04,"7655","CCL",18,"ACTUAL"
2015-11-05,"7655","CCL",0,"ACTUAL"
2015-11-06,"7655","CCL",0,"ACTUAL"
2015-11-07,"7655","CCL",11,"ACTUAL"
2015-11-08,"7655","CCL",24,"ACTUAL"
2015-11-09,"7655","CCL",0,"ACTUAL"
2015-11-10,"7655","CCL",0,"ACTUAL"
2015-11-11,"7655","CCL",0,"ACTUAL"
2015-11-12,"7655","CCL",0,"ACTUAL"
2015-11-13,"7655","CCL",0,"ACTUAL"
2015-11-14,"7655","CCL",27,"ACTUAL"
2015-11-15,"7655","CCL",0,"ACTUAL"
2015-11-16,"7655","CCL",0,"ACTUAL"
2015-11-17,"7655","CCL",13,"ACTUAL"
2015-11-18,"7655","CCL",0,"ACTUAL"
2015-11-19,"7655","CCL",0,"ACTUAL"
2015-11-20,"7655","CCL",0,"ACTUAL"
2015-11-21,"7655","CCL",39,"ACTUAL"
2015-11-22,"7655","CCL",0,"ACTUAL"
2015-11-23,"7655","CCL",0,"ACTUAL"
2015-11-24,"7655","CCL",0,"ACTUAL"
2015-11-25,"7655","CCL",0,"ACTUAL"
2015-11-26,"7655","CCL",0,"ACTUAL"
2015-11-27,"7655","CCL",0,"ACTUAL"
2015-11-28,"7655","CCL",16,"ACTUAL"
2015-11-29,"7655","CCL",0,"ACTUAL"
2015-11-30,"7655","CCL",0,"ACTUAL"
2015-12-01,"7655","CCL",0,"ACTUAL"
2015-12-02,"7655","CCL",0,"ACTUAL"
2015-12-03,"7655","CCL",0,"ACTUAL"
2015-12-04,"7655","CCL",0,"ACTUAL"
2015-12-05,"7655","CCL",23,"ACTUAL"
2015-12-06,"7655","CCL",0,"ACTUAL"
2015-12-07,"7655","CCL",0,"ACTUAL"
2015-12-08,"7655","CCL",0,"ACTUAL"
2015-12-09,"7655","CCL",20,"ACTUAL"
2015-12-10,"7655","CCL",0,"ACTUAL"
2015-12-11,"7655","CCL",0,"ACTUAL"
2015-12-12,"7655","CCL",0,"ACTUAL"
2015-12-13,"7655","CCL",0,"ACTUAL"
2015-12-14,"7655","CCL",0,"ACTUAL"
2015-12-15,"7655","CCL",40,"ACTUAL"
2015-12-16,"7655","CCL",0,"ACTUAL"
2015-12-17,"7655","CCL",0,"ACTUAL"
2015-12-18,"7655","CCL",0,"ACTUAL"
2015-12-19,"7655","CCL",19,"ACTUAL"
2015-12-20,"7655","CCL",0,"ACTUAL"
2015-12-21,"7655","CCL",0,"ACTUAL"
2015-12-22,"7655","CCL",11,"ACTUAL"
2015-12-23,"7655","CCL",0,"ACTUAL"
2015-12-24,"7655","CCL",0,"ACTUAL"
2015-12-25,"7655","CCL",0,"ACTUAL"
2015-12-26,"7655","CCL",8,"ACTUAL"
2015-12-27,"7655","CCL",0,"ACTUAL"
2015-12-28,"7655","CCL",0,"ACTUAL"
2015-12-29,"7655","CCL",0,"ACTUAL"
2015-12-30,"7655","CCL",0,"ACTUAL"
2015-12-31,"7655","CCL",0,"ACTUAL"
2016-01-01,"7655","CCL",0,"ACTUAL"
2016-01-02,"7655","CCL",0,"ACTUAL"
2016-01-03,"7655","CCL",23,"ACTUAL"
2016-01-04,"7655","CCL",0,"ACTUAL"
2016-01-05,"7655","CCL",0,"ACTUAL"
2016-01-06,"7655","CCL",0,"ACTUAL"
2016-01-07,"7655","CCL",0,"ACTUAL"
2016-01-08,"7655","CCL",0,"ACTUAL"
2016-01-09,"7655","CCL",0,"ACTUAL"
2016-01-10,"7655","CCL",30,"ACTUAL"
2016-01-11,"7655","CCL",6,"ACTUAL"
2016-01-12,"7655","CCL",0,"ACTUAL"
2016-01-13,"7655","CCL",0,"ACTUAL"
2016-01-14,"7655","CCL",0,"ACTUAL"
2014-01-03,"2275","CRCH",6,"ACTUAL"
2014-01-04,"2275","CRCH",8,"ACTUAL"
2014-01-05,"2275","CRCH",10,"ACTUAL"
2014-01-06,"2275","CRCH",0,"ACTUAL"
2014-01-07,"2275","CRCH",19,"ACTUAL"
2014-01-08,"2275","CRCH",0,"ACTUAL"
2014-01-09,"2275","CRCH",0,"ACTUAL"
2014-01-10,"2275","CRCH",0,"ACTUAL"
2014-01-11,"2275","CRCH",1,"ACTUAL"
2014-01-12,"2275","CRCH",0,"ACTUAL"
2014-01-13,"2275","CRCH",0,"ACTUAL"
2014-01-14,"2275","CRCH",19,"ACTUAL"
2014-01-15,"2275","CRCH",0,"ACTUAL"
2014-01-16,"2275","CRCH",4,"ACTUAL"
2014-01-17,"2275","CRCH",0,"ACTUAL"
2014-01-18,"2275","CRCH",19,"ACTUAL"
2014-01-19,"2275","CRCH",0,"ACTUAL"
2014-01-20,"2275","CRCH",0,"ACTUAL"
2014-01-21,"2275","CRCH",19,"ACTUAL"
2014-01-22,"2275","CRCH",0,"ACTUAL"
2014-01-23,"2275","CRCH",0,"ACTUAL"
2014-01-24,"2275","CRCH",0,"ACTUAL"
2014-01-25,"2275","CRCH",6,"ACTUAL"
2014-01-26,"2275","CRCH",0,"ACTUAL"
2014-01-27,"2275","CRCH",0,"ACTUAL"
2014-01-28,"2275","CRCH",24,"ACTUAL"
2014-01-29,"2275","CRCH",0,"ACTUAL"
2014-01-30,"2275","CRCH",19,"ACTUAL"
2014-01-31,"2275","CRCH",0,"ACTUAL"
2014-02-01,"2275","CRCH",9,"ACTUAL"
2014-02-02,"2275","CRCH",0,"ACTUAL"
2014-02-03,"2275","CRCH",0,"ACTUAL"
2014-02-04,"2275","CRCH",0,"ACTUAL"
2014-02-05,"2275","CRCH",0,"ACTUAL"
2014-02-06,"2275","CRCH",0,"ACTUAL"
2014-02-07,"2275","CRCH",0,"ACTUAL"
2014-02-08,"2275","CRCH",24,"ACTUAL"
2014-02-09,"2275","CRCH",0,"ACTUAL"
2014-02-10,"2275","CRCH",10,"ACTUAL"
2014-02-11,"2275","CRCH",0,"ACTUAL"
2014-02-12,"2275","CRCH",2,"ACTUAL"
2014-02-13,"2275","CRCH",7,"ACTUAL"
2014-02-14,"2275","CRCH",0,"ACTUAL"
2014-02-15,"2275","CRCH",19,"ACTUAL"
2014-02-16,"2275","CRCH",0,"ACTUAL"
2014-02-17,"2275","CRCH",0,"ACTUAL"
2014-02-18,"2275","CRCH",3,"ACTUAL"
2014-02-19,"2275","CRCH",0,"ACTUAL"
2014-02-20,"2275","CRCH",3,"ACTUAL"
2014-02-21,"2275","CRCH",0,"ACTUAL"
2014-02-22,"2275","CRCH",19,"ACTUAL"
2014-02-23,"2275","CRCH",0,"ACTUAL"
2014-02-24,"2275","CRCH",0,"ACTUAL"
2014-02-25,"2275","CRCH",6,"ACTUAL"
2014-02-26,"2275","CRCH",0,"ACTUAL"
2014-02-27,"2275","CRCH",8,"ACTUAL"
2014-02-28,"2275","CRCH",0,"ACTUAL"
2014-03-01,"2275","CRCH",0,"ACTUAL"
2014-03-02,"2275","CRCH",0,"ACTUAL"
2014-03-03,"2275","CRCH",0,"ACTUAL"
2014-03-04,"2275","CRCH",14,"ACTUAL"
2014-03-05,"2275","CRCH",2,"ACTUAL"
2014-03-06,"2275","CRCH",24,"ACTUAL"
2014-03-07,"2275","CRCH",0,"ACTUAL"
2014-03-08,"2275","CRCH",0,"ACTUAL"
2014-03-09,"2275","CRCH",0,"ACTUAL"
2014-03-10,"2275","CRCH",0,"ACTUAL"
2014-03-11,"2275","CRCH",0,"ACTUAL"
2014-03-12,"2275","CRCH",0,"ACTUAL"
2014-03-13,"2275","CRCH",0,"ACTUAL"
2014-03-14,"2275","CRCH",0,"ACTUAL"
2014-03-15,"2275","CRCH",4,"ACTUAL"
2014-03-16,"2275","CRCH",0,"ACTUAL"
2014-03-17,"2275","CRCH",0,"ACTUAL"
2014-03-18,"2275","CRCH",12,"ACTUAL"
2014-03-19,"2275","CRCH",0,"ACTUAL"
2014-03-20,"2275","CRCH",12,"ACTUAL"
2014-03-21,"2275","CRCH",0,"ACTUAL"
2014-03-22,"2275","CRCH",15,"ACTUAL"
2014-03-23,"2275","CRCH",0,"ACTUAL"
2014-03-24,"2275","CRCH",0,"ACTUAL"
2014-03-25,"2275","CRCH",19,"ACTUAL"
2014-03-26,"2275","CRCH",0,"ACTUAL"
2014-03-27,"2275","CRCH",0,"ACTUAL"
2014-03-28,"2275","CRCH",0,"ACTUAL"
2014-03-29,"2275","CRCH",11,"ACTUAL"
2014-03-30,"2275","CRCH",0,"ACTUAL"
2014-03-31,"2275","CRCH",0,"ACTUAL"
2014-04-01,"2275","CRCH",19,"ACTUAL"
2014-04-02,"2275","CRCH",19,"ACTUAL"
2014-04-03,"2275","CRCH",4,"ACTUAL"
2014-04-04,"2275","CRCH",0,"ACTUAL"
2014-04-05,"2275","CRCH",0,"ACTUAL"
2014-04-06,"2275","CRCH",0,"ACTUAL"
2014-04-07,"2275","CRCH",0,"ACTUAL"
2014-04-08,"2275","CRCH",0,"ACTUAL"
2014-04-09,"2275","CRCH",11,"ACTUAL"
2014-04-10,"2275","CRCH",5,"ACTUAL"
2014-04-11,"2275","CRCH",6,"ACTUAL"
2014-04-12,"2275","CRCH",10,"ACTUAL"
2014-04-13,"2275","CRCH",0,"ACTUAL"
2014-04-14,"2275","CRCH",0,"ACTUAL"
2014-04-15,"2275","CRCH",8,"ACTUAL"
2014-04-16,"2275","CRCH",0,"ACTUAL"
2014-04-17,"2275","CRCH",10,"ACTUAL"
2014-04-18,"2275","CRCH",0,"ACTUAL"
2014-04-19,"2275","CRCH",1,"ACTUAL"
2014-04-20,"2275","CRCH",0,"ACTUAL"
2014-04-21,"2275","CRCH",0,"ACTUAL"
2014-04-22,"2275","CRCH",7,"ACTUAL"
2014-04-23,"2275","CRCH",0,"ACTUAL"
2014-04-24,"2275","CRCH",19,"ACTUAL"
2014-04-25,"2275","CRCH",0,"ACTUAL"
2014-04-26,"2275","CRCH",7,"ACTUAL"
2014-04-27,"2275","CRCH",0,"ACTUAL"
2014-04-28,"2275","CRCH",0,"ACTUAL"
2014-04-29,"2275","CRCH",11,"ACTUAL"
2014-04-30,"2275","CRCH",0,"ACTUAL"
2014-05-01,"2275","CRCH",0,"ACTUAL"
2014-05-02,"2275","CRCH",0,"ACTUAL"
2014-05-03,"2275","CRCH",0,"ACTUAL"
2014-05-04,"2275","CRCH",14,"ACTUAL"
2014-05-05,"2275","CRCH",0,"ACTUAL"
2014-05-06,"2275","CRCH",8,"ACTUAL"
2014-05-07,"2275","CRCH",9,"ACTUAL"
2014-05-08,"2275","CRCH",0,"ACTUAL"
2014-05-09,"2275","CRCH",0,"ACTUAL"
2014-05-10,"2275","CRCH",0,"ACTUAL"
2014-05-11,"2275","CRCH",0,"ACTUAL"
2014-05-12,"2275","CRCH",0,"ACTUAL"
2014-05-13,"2275","CRCH",0,"ACTUAL"
2014-05-14,"2275","CRCH",0,"ACTUAL"
2014-05-15,"2275","CRCH",9,"ACTUAL"
2014-05-16,"2275","CRCH",0,"ACTUAL"
2014-05-17,"2275","CRCH",13,"ACTUAL"
2014-05-18,"2275","CRCH",0,"ACTUAL"
2014-05-19,"2275","CRCH",0,"ACTUAL"
2014-05-20,"2275","CRCH",2,"ACTUAL"
2014-05-21,"2275","CRCH",0,"ACTUAL"
2014-05-22,"2275","CRCH",10,"ACTUAL"
2014-05-23,"2275","CRCH",0,"ACTUAL"
2014-05-24,"2275","CRCH",0,"ACTUAL"
2014-05-25,"2275","CRCH",0,"ACTUAL"
2014-05-26,"2275","CRCH",0,"ACTUAL"
2014-05-27,"2275","CRCH",5,"ACTUAL"
2014-05-28,"2275","CRCH",0,"ACTUAL"
2014-05-29,"2275","CRCH",9,"ACTUAL"
2014-05-30,"2275","CRCH",0,"ACTUAL"
2014-05-31,"2275","CRCH",8,"ACTUAL"
2014-06-01,"2275","CRCH",0,"ACTUAL"
2014-06-02,"2275","CRCH",6,"ACTUAL"
2014-06-03,"2275","CRCH",4,"ACTUAL"
2014-06-04,"2275","CRCH",0,"ACTUAL"
2014-06-05,"2275","CRCH",19,"ACTUAL"
2014-06-06,"2275","CRCH",0,"ACTUAL"
2014-06-07,"2275","CRCH",0,"ACTUAL"
2014-06-08,"2275","CRCH",0,"ACTUAL"
2014-06-09,"2275","CRCH",14,"ACTUAL"
2014-06-10,"2275","CRCH",0,"ACTUAL"
2014-06-11,"2275","CRCH",2,"ACTUAL"
2014-06-12,"2275","CRCH",6,"ACTUAL"
2014-06-13,"2275","CRCH",0,"ACTUAL"
2014-06-14,"2275","CRCH",4,"ACTUAL"
2014-06-15,"2275","CRCH",0,"ACTUAL"
2014-06-16,"2275","CRCH",0,"ACTUAL"
2014-06-17,"2275","CRCH",8,"ACTUAL"
2014-06-18,"2275","CRCH",0,"ACTUAL"
2014-06-19,"2275","CRCH",12,"ACTUAL"
2014-06-20,"2275","CRCH",0,"ACTUAL"
2014-06-21,"2275","CRCH",24,"ACTUAL"
2014-06-22,"2275","CRCH",0,"ACTUAL"
2014-06-23,"2275","CRCH",0,"ACTUAL"
2014-06-24,"2275","CRCH",19,"ACTUAL"
2014-06-25,"2275","CRCH",0,"ACTUAL"
2014-06-26,"2275","CRCH",7,"ACTUAL"
2014-06-27,"2275","CRCH",0,"ACTUAL"
2014-06-28,"2275","CRCH",24,"ACTUAL"
2014-06-29,"2275","CRCH",0,"ACTUAL"
2014-06-30,"2275","CRCH",0,"ACTUAL"
2014-07-01,"2275","CRCH",9,"ACTUAL"
2014-07-02,"2275","CRCH",0,"ACTUAL"
2014-07-03,"2275","CRCH",0,"ACTUAL"
2014-07-04,"2275","CRCH",0,"ACTUAL"
2014-07-05,"2275","CRCH",0,"ACTUAL"
2014-07-06,"2275","CRCH",2,"ACTUAL"
2014-07-07,"2275","CRCH",0,"ACTUAL"
2014-07-08,"2275","CRCH",15,"ACTUAL"
2014-07-09,"2275","CRCH",0,"ACTUAL"
2014-07-10,"2275","CRCH",6,"ACTUAL"
2014-07-11,"2275","CRCH",0,"ACTUAL"
2014-07-12,"2275","CRCH",0,"ACTUAL"
2014-07-13,"2275","CRCH",0,"ACTUAL"
2014-07-14,"2275","CRCH",0,"ACTUAL"
2014-07-15,"2275","CRCH",10,"ACTUAL"
2014-07-16,"2275","CRCH",0,"ACTUAL"
2014-07-17,"2275","CRCH",10,"ACTUAL"
2014-07-18,"2275","CRCH",0,"ACTUAL"
2014-07-19,"2275","CRCH",5,"ACTUAL"
2014-07-20,"2275","CRCH",0,"ACTUAL"
2014-07-21,"2275","CRCH",0,"ACTUAL"
2014-07-22,"2275","CRCH",4,"ACTUAL"
2014-07-23,"2275","CRCH",0,"ACTUAL"
2014-07-24,"2275","CRCH",14,"ACTUAL"
2014-07-25,"2275","CRCH",0,"ACTUAL"
2014-07-26,"2275","CRCH",9,"ACTUAL"
2014-07-27,"2275","CRCH",0,"ACTUAL"
2014-07-28,"2275","CRCH",0,"ACTUAL"
2014-07-29,"2275","CRCH",8,"ACTUAL"
2014-07-30,"2275","CRCH",0,"ACTUAL"
2014-07-31,"2275","CRCH",4,"ACTUAL"
2014-08-01,"2275","CRCH",0,"ACTUAL"
2014-08-02,"2275","CRCH",19,"ACTUAL"
2014-08-03,"2275","CRCH",19,"ACTUAL"
2014-08-04,"2275","CRCH",9,"ACTUAL"
2014-08-05,"2275","CRCH",4,"ACTUAL"
2014-08-06,"2275","CRCH",0,"ACTUAL"
2014-08-07,"2275","CRCH",4,"ACTUAL"
2014-08-08,"2275","CRCH",0,"ACTUAL"
2014-08-09,"2275","CRCH",0,"ACTUAL"
2014-08-10,"2275","CRCH",0,"ACTUAL"
2014-08-11,"2275","CRCH",5,"ACTUAL"
2014-08-12,"2275","CRCH",0,"ACTUAL"
2014-08-13,"2275","CRCH",0,"ACTUAL"
2014-08-14,"2275","CRCH",20,"ACTUAL"
2014-08-15,"2275","CRCH",0,"ACTUAL"
2014-08-16,"2275","CRCH",8,"ACTUAL"
2014-08-17,"2275","CRCH",0,"ACTUAL"
2014-08-18,"2275","CRCH",0,"ACTUAL"
2014-08-19,"2275","CRCH",5,"ACTUAL"
2014-08-20,"2275","CRCH",0,"ACTUAL"
2014-08-21,"2275","CRCH",5,"ACTUAL"
2014-08-22,"2275","CRCH",0,"ACTUAL"
2014-08-23,"2275","CRCH",9,"ACTUAL"
2014-08-24,"2275","CRCH",0,"ACTUAL"
2014-08-25,"2275","CRCH",0,"ACTUAL"
2014-08-26,"2275","CRCH",19,"ACTUAL"
2014-08-27,"2275","CRCH",0,"ACTUAL"
2014-08-28,"2275","CRCH",6,"ACTUAL"
2014-08-29,"2275","CRCH",0,"ACTUAL"
2014-08-30,"2275","CRCH",3,"ACTUAL"
2014-08-31,"2275","CRCH",0,"ACTUAL"
2014-09-01,"2275","CRCH",0,"ACTUAL"
2014-09-02,"2275","CRCH",0,"ACTUAL"
2014-09-03,"2275","CRCH",0,"ACTUAL"
2014-09-04,"2275","CRCH",0,"ACTUAL"
2014-09-05,"2275","CRCH",0,"ACTUAL"
2014-09-06,"2275","CRCH",0,"ACTUAL"
2014-09-07,"2275","CRCH",0,"ACTUAL"
2014-09-08,"2275","CRCH",13,"ACTUAL"
2014-09-09,"2275","CRCH",9,"ACTUAL"
2014-09-10,"2275","CRCH",5,"ACTUAL"
2014-09-11,"2275","CRCH",0,"ACTUAL"
2014-09-12,"2275","CRCH",0,"ACTUAL"
2014-09-13,"2275","CRCH",5,"ACTUAL"
2014-09-14,"2275","CRCH",0,"ACTUAL"
2014-09-15,"2275","CRCH",0,"ACTUAL"
2014-09-16,"2275","CRCH",7,"ACTUAL"
2014-09-17,"2275","CRCH",0,"ACTUAL"
2014-09-18,"2275","CRCH",11,"ACTUAL"
2014-09-19,"2275","CRCH",0,"ACTUAL"
2014-09-20,"2275","CRCH",5,"ACTUAL"
2014-09-21,"2275","CRCH",0,"ACTUAL"
2014-09-22,"2275","CRCH",0,"ACTUAL"
2014-09-23,"2275","CRCH",8,"ACTUAL"
2014-09-24,"2275","CRCH",0,"ACTUAL"
2014-09-25,"2275","CRCH",10,"ACTUAL"
2014-09-26,"2275","CRCH",0,"ACTUAL"
2014-09-27,"2275","CRCH",5,"ACTUAL"
2014-09-28,"2275","CRCH",0,"ACTUAL"
2014-09-29,"2275","CRCH",0,"ACTUAL"
2014-09-30,"2275","CRCH",0,"ACTUAL"
2014-10-01,"2275","CRCH",0,"ACTUAL"
2014-10-02,"2275","CRCH",0,"ACTUAL"
2014-10-03,"2275","CRCH",0,"ACTUAL"
2014-10-04,"2275","CRCH",14,"ACTUAL"
2014-10-05,"2275","CRCH",3,"ACTUAL"
2014-10-06,"2275","CRCH",3,"ACTUAL"
2014-10-07,"2275","CRCH",0,"ACTUAL"
2014-10-08,"2275","CRCH",0,"ACTUAL"
2014-10-09,"2275","CRCH",0,"ACTUAL"
2014-10-10,"2275","CRCH",0,"ACTUAL"
2014-10-11,"2275","CRCH",0,"ACTUAL"
2014-10-12,"2275","CRCH",0,"ACTUAL"
2014-10-13,"2275","CRCH",0,"ACTUAL"
2014-10-14,"2275","CRCH",8,"ACTUAL"
2014-10-15,"2275","CRCH",0,"ACTUAL"
2014-10-16,"2275","CRCH",5,"ACTUAL"
2014-10-17,"2275","CRCH",0,"ACTUAL"
2014-10-18,"2275","CRCH",19,"ACTUAL"
2014-10-19,"2275","CRCH",0,"ACTUAL"
2014-10-20,"2275","CRCH",0,"ACTUAL"
2014-10-21,"2275","CRCH",5,"ACTUAL"
2014-10-22,"2275","CRCH",0,"ACTUAL"
2014-10-23,"2275","CRCH",7,"ACTUAL"
2014-10-24,"2275","CRCH",0,"ACTUAL"
2014-10-25,"2275","CRCH",0,"ACTUAL"
2014-10-26,"2275","CRCH",0,"ACTUAL"
2014-10-27,"2275","CRCH",0,"ACTUAL"
2014-10-28,"2275","CRCH",6,"ACTUAL"
2014-10-29,"2275","CRCH",0,"ACTUAL"
2014-10-30,"2275","CRCH",10,"ACTUAL"
2014-10-31,"2275","CRCH",0,"ACTUAL"
2014-11-01,"2275","CRCH",19,"ACTUAL"
2014-11-02,"2275","CRCH",19,"ACTUAL"
2014-11-03,"2275","CRCH",19,"ACTUAL"
2014-11-04,"2275","CRCH",0,"ACTUAL"
2014-11-05,"2275","CRCH",0,"ACTUAL"
2014-11-06,"2275","CRCH",0,"ACTUAL"
2014-11-07,"2275","CRCH",0,"ACTUAL"
2014-11-08,"2275","CRCH",0,"ACTUAL"
2014-11-09,"2275","CRCH",10,"ACTUAL"
2014-11-10,"2275","CRCH",2,"ACTUAL"
2014-11-11,"2275","CRCH",0,"ACTUAL"
2014-11-12,"2275","CRCH",7,"ACTUAL"
2014-11-13,"2275","CRCH",6,"ACTUAL"
2014-11-14,"2275","CRCH",0,"ACTUAL"
2014-11-15,"2275","CRCH",10,"ACTUAL"
2014-11-16,"2275","CRCH",0,"ACTUAL"
2014-11-17,"2275","CRCH",0,"ACTUAL"
2014-11-18,"2275","CRCH",10,"ACTUAL"
2014-11-19,"2275","CRCH",0,"ACTUAL"
2014-11-20,"2275","CRCH",6,"ACTUAL"
2014-11-21,"2275","CRCH",0,"ACTUAL"
2014-11-22,"2275","CRCH",11,"ACTUAL"
2014-11-23,"2275","CRCH",0,"ACTUAL"
2014-11-24,"2275","CRCH",0,"ACTUAL"
2014-11-25,"2275","CRCH",7,"ACTUAL"
2014-11-26,"2275","CRCH",0,"ACTUAL"
2014-11-27,"2275","CRCH",9,"ACTUAL"
2014-11-28,"2275","CRCH",0,"ACTUAL"
2014-11-29,"2275","CRCH",11,"ACTUAL"
2014-11-30,"2275","CRCH",0,"ACTUAL"
2014-12-01,"2275","CRCH",0,"ACTUAL"
2014-12-02,"2275","CRCH",0,"ACTUAL"
2014-12-03,"2275","CRCH",0,"ACTUAL"
2014-12-04,"2275","CRCH",19,"ACTUAL"
2014-12-05,"2275","CRCH",0,"ACTUAL"
2014-12-06,"2275","CRCH",10,"ACTUAL"
2014-12-07,"2275","CRCH",9,"ACTUAL"
2014-12-08,"2275","CRCH",2,"ACTUAL"
2014-12-09,"2275","CRCH",0,"ACTUAL"
2014-12-10,"2275","CRCH",0,"ACTUAL"
2014-12-11,"2275","CRCH",0,"ACTUAL"
2014-12-12,"2275","CRCH",0,"ACTUAL"
2014-12-13,"2275","CRCH",6,"ACTUAL"
2014-12-14,"2275","CRCH",0,"ACTUAL"
2014-12-15,"2275","CRCH",0,"ACTUAL"
2014-12-16,"2275","CRCH",4,"ACTUAL"
2014-12-17,"2275","CRCH",0,"ACTUAL"
2014-12-18,"2275","CRCH",4,"ACTUAL"
2014-12-19,"2275","CRCH",0,"ACTUAL"
2014-12-20,"2275","CRCH",9,"ACTUAL"
2014-12-21,"2275","CRCH",0,"ACTUAL"
2014-12-22,"2275","CRCH",0,"ACTUAL"
2014-12-23,"2275","CRCH",3,"ACTUAL"
2014-12-24,"2275","CRCH",0,"ACTUAL"
2014-12-25,"2275","CRCH",2,"ACTUAL"
2014-12-26,"2275","CRCH",0,"ACTUAL"
2014-12-27,"2275","CRCH",7,"ACTUAL"
2014-12-28,"2275","CRCH",0,"ACTUAL"
2014-12-29,"2275","CRCH",0,"ACTUAL"
2014-12-30,"2275","CRCH",0,"ACTUAL"
2014-12-31,"2275","CRCH",0,"ACTUAL"
2015-01-01,"2275","CRCH",6,"ACTUAL"
2015-01-02,"2275","CRCH",0,"ACTUAL"
2015-01-03,"2275","CRCH",0,"ACTUAL"
2015-01-04,"2275","CRCH",0,"ACTUAL"
2015-01-05,"2275","CRCH",0,"ACTUAL"
2015-01-06,"2275","CRCH",0,"ACTUAL"
2015-01-07,"2275","CRCH",0,"ACTUAL"
2015-01-08,"2275","CRCH",25,"ACTUAL"
2015-01-09,"2275","CRCH",17,"ACTUAL"
2015-01-10,"2275","CRCH",14,"ACTUAL"
2015-01-11,"2275","CRCH",0,"ACTUAL"
2015-01-12,"2275","CRCH",13,"ACTUAL"
2015-01-13,"2275","CRCH",3,"ACTUAL"
2015-01-14,"2275","CRCH",0,"ACTUAL"
2015-01-15,"2275","CRCH",12,"ACTUAL"
2015-01-16,"2275","CRCH",0,"ACTUAL"
2015-01-17,"2275","CRCH",10,"ACTUAL"
